timestamp,speed,acceleration,braking_event,latitude,longitude,event_type,weather,time_of_day
2024-07-08 08:01:21,40,-1.95,1,12.971483,77.594726,harsh_braking,clear,afternoon
2024-07-08 08:01:24,36,-0.45,0,12.971309,77.594702,normal,clear,afternoon
2024-07-08 08:01:26,69,0.85,0,12.971093,77.594392,speeding,clear,afternoon
2024-07-08 08:01:30,35,0.45,0,12.970608,77.594708,normal,clear,afternoon
2024-07-08 08:01:34,38,0.15,0,12.970664,77.59463,normal,clear,afternoon
2024-07-08 08:01:39,48,0.06,0,12.970387,77.595095,normal,clear,afternoon
2024-07-08 08:01:44,43,0.31,0,12.9707,77.595021,normal,clear,afternoon
2024-07-08 08:01:46,36,-0.49,0,12.971044,77.59465,normal,clear,afternoon
2024-07-08 08:01:49,65,1.16,0,12.971307,77.594482,speeding,clear,afternoon
2024-07-08 08:01:53,54,-0.32,0,12.971141,77.594351,normal,clear,afternoon
2024-07-08 08:01:58,51,0.3,0,12.970955,77.594312,normal,clear,afternoon
2024-07-08 08:02:00,48,-0.15,0,12.970679,77.594802,normal,clear,afternoon
2024-07-08 08:02:01,51,-0.44,0,12.970934,77.595,normal,clear,afternoon
2024-07-08 08:02:05,52,-0.43,0,12.970787,77.594648,normal,rainy,afternoon
2024-07-08 08:02:08,75,0.45,0,12.970777,77.594977,speeding,clear,afternoon
2024-07-08 08:02:09,35,-1.38,1,12.970475,77.594633,harsh_braking,clear,afternoon
2024-07-08 08:02:13,37,0.12,0,12.970418,77.594255,normal,clear,afternoon
2024-07-08 08:02:16,48,-0.33,0,12.970041,77.594595,normal,rainy,afternoon
2024-07-08 08:02:20,40,0.19,0,12.969578,77.594462,normal,rainy,afternoon
2024-07-08 08:02:24,51,0.4,0,12.969432,77.594537,normal,rainy,afternoon
2024-07-08 08:02:26,78,1.48,0,12.969656,77.59453,speeding,clear,afternoon
2024-07-08 08:02:31,64,0.71,0,12.969761,77.594067,speeding,clear,afternoon
2024-07-08 08:02:33,73,0.66,0,12.969382,77.594455,speeding,clear,afternoon
2024-07-08 08:02:35,35,0.03,0,12.969469,77.594643,normal,clear,afternoon
2024-07-08 08:02:36,38,0.28,0,12.969307,77.594521,normal,clear,afternoon
2024-07-08 08:02:38,49,0.47,0,12.968928,77.594302,normal,clear,afternoon
2024-07-08 08:02:43,43,-0.1,0,12.968845,77.594279,normal,clear,afternoon
2024-07-08 08:02:47,38,-0.36,0,12.969244,77.594575,normal,clear,afternoon
2024-07-08 08:02:51,75,1.41,0,12.969534,77.594271,speeding,clear,afternoon
2024-07-08 08:02:53,57,0.76,0,12.969544,77.593827,speeding,rainy,afternoon
2024-07-08 08:02:56,75,0.46,0,12.969851,77.59357,speeding,clear,afternoon
2024-07-08 08:02:58,44,-2.11,1,12.969999,77.593119,harsh_braking,clear,afternoon
2024-07-08 08:02:59,48,-2.4,1,12.970481,77.593015,harsh_braking,rainy,afternoon
2024-07-08 08:03:04,43,-0.04,0,12.970307,77.592636,normal,clear,afternoon
2024-07-08 08:03:05,69,1.16,0,12.970301,77.592455,speeding,rainy,afternoon
2024-07-08 08:03:08,48,0.1,0,12.970172,77.592819,normal,clear,afternoon
2024-07-08 08:03:12,47,-0.05,0,12.969991,77.593296,normal,clear,afternoon
2024-07-08 08:03:14,40,0.08,0,12.969526,77.593123,normal,clear,afternoon
2024-07-08 08:03:15,65,1.28,0,12.969712,77.593041,speeding,clear,afternoon
2024-07-08 08:03:17,76,0.58,0,12.970049,77.592831,speeding,clear,afternoon
2024-07-08 08:03:20,37,-0.44,0,12.970302,77.592355,normal,clear,afternoon
2024-07-08 08:03:21,46,0.08,0,12.970063,77.592292,normal,clear,afternoon
2024-07-08 08:03:22,65,0.55,0,12.970303,77.591927,speeding,clear,afternoon
2024-07-08 08:03:23,38,-0.08,0,12.969894,77.592382,normal,clear,afternoon
2024-07-08 08:03:26,50,-1.55,1,12.969897,77.591959,harsh_braking,clear,afternoon
2024-07-08 08:03:31,43,-0.42,0,12.969944,77.592293,normal,rainy,afternoon
2024-07-08 08:03:36,44,0.29,0,12.970123,77.59276,normal,clear,afternoon
2024-07-08 08:03:41,50,-1.9,1,12.970142,77.592365,harsh_braking,rainy,afternoon
2024-07-08 08:03:46,44,0.47,0,12.970095,77.59266,normal,clear,afternoon
2024-07-08 08:03:49,50,-0.16,0,12.969798,77.592963,normal,clear,afternoon
2024-07-08 08:03:52,65,-1.81,1,12.96973,77.592941,harsh_braking,clear,afternoon
2024-07-08 08:03:57,42,-0.47,0,12.969854,77.593313,normal,clear,afternoon
2024-07-08 08:03:58,38,0.48,0,12.969628,77.593653,normal,clear,afternoon
2024-07-08 08:04:02,34,-1.87,1,12.969414,77.593538,harsh_braking,clear,afternoon
2024-07-08 08:04:07,47,-0.32,0,12.969649,77.593802,normal,clear,afternoon
2024-07-08 08:04:11,45,-1.48,1,12.969633,77.593587,harsh_braking,clear,afternoon
2024-07-08 08:04:14,36,0.11,0,12.970022,77.593982,normal,clear,afternoon
2024-07-08 08:04:18,40,-0.15,0,12.969858,77.594203,normal,clear,afternoon
2024-07-08 08:04:20,45,0.29,0,12.969509,77.594443,normal,rainy,afternoon
2024-07-08 08:04:21,36,0.01,0,12.969816,77.59454,normal,clear,afternoon
2024-07-08 08:04:26,52,-0.27,0,12.969846,77.59415,normal,rainy,afternoon
2024-07-08 08:04:28,67,0.99,0,12.969537,77.594102,speeding,clear,afternoon
2024-07-08 08:04:33,67,1.26,0,12.969929,77.594462,speeding,clear,afternoon
2024-07-08 08:04:38,41,0.31,0,12.969612,77.594137,normal,clear,afternoon
2024-07-08 08:04:40,37,0.2,0,12.969515,77.593822,normal,clear,afternoon
2024-07-08 08:04:44,69,0.49,0,12.969049,77.593721,speeding,clear,afternoon
2024-07-08 08:04:47,42,0.44,0,12.969536,77.594084,normal,clear,afternoon
2024-07-08 08:04:50,47,-2.22,1,12.969164,77.59396,harsh_braking,clear,afternoon
2024-07-08 08:04:51,45,-0.35,0,12.968739,77.594377,normal,clear,afternoon
2024-07-08 08:04:52,67,0.77,0,12.968517,77.594342,speeding,clear,afternoon
2024-07-08 08:04:55,38,-0.04,0,12.968856,77.59386,normal,rainy,afternoon
2024-07-08 08:05:00,59,1.29,0,12.968756,77.594337,speeding,clear,afternoon
2024-07-08 08:05:01,51,0.38,0,12.968684,77.593943,normal,clear,afternoon
2024-07-08 08:05:06,57,0.5,0,12.969026,77.593987,speeding,clear,afternoon
2024-07-08 08:05:10,38,-0.15,0,12.968974,77.594234,normal,rainy,afternoon
2024-07-08 08:05:13,52,0.31,0,12.969034,77.594672,normal,clear,afternoon
2024-07-08 08:05:18,50,-0.09,0,12.969278,77.59493,normal,clear,afternoon
2024-07-08 08:05:23,78,0.32,0,12.969371,77.594986,speeding,clear,afternoon
2024-07-08 08:05:26,53,-0.32,0,12.969543,77.594929,normal,rainy,afternoon
2024-07-08 08:05:28,35,0.42,0,12.969658,77.594483,normal,clear,afternoon
2024-07-08 08:05:30,47,-0.31,0,12.96919,77.594063,normal,rainy,afternoon
2024-07-08 08:05:35,53,0.37,0,12.969409,77.593876,normal,clear,afternoon
2024-07-08 08:05:39,46,0.34,0,12.969124,77.594216,normal,clear,afternoon
2024-07-08 08:05:42,39,-0.01,0,12.969434,77.593868,normal,clear,afternoon
2024-07-08 08:05:46,64,1.4,0,12.969211,77.593493,speeding,clear,afternoon
2024-07-08 08:05:48,78,0.99,0,12.968918,77.593988,speeding,clear,afternoon
2024-07-08 08:05:52,53,-1.91,1,12.968606,77.593492,harsh_braking,clear,afternoon
2024-07-08 08:05:57,46,0.4,0,12.968902,77.59356,normal,clear,afternoon
2024-07-08 08:05:58,39,-0.48,0,12.969359,77.593226,normal,rainy,afternoon
2024-07-08 08:05:59,45,0.1,0,12.969109,77.592855,normal,clear,afternoon
2024-07-08 08:06:03,77,0.46,0,12.9695,77.592516,speeding,clear,afternoon
2024-07-08 08:06:06,45,-1.19,1,12.969348,77.592485,harsh_braking,clear,afternoon
2024-07-08 08:06:10,54,0.02,0,12.96938,77.592225,normal,clear,afternoon
2024-07-08 08:06:13,35,0.24,0,12.969729,77.592414,normal,clear,afternoon
2024-07-08 08:06:14,51,-1.99,1,12.9695,77.592289,harsh_braking,clear,afternoon
2024-07-08 08:06:17,48,0.1,0,12.96976,77.592554,normal,clear,afternoon
2024-07-08 08:06:22,36,-0.24,0,12.969984,77.592396,normal,clear,afternoon
2024-07-08 08:06:24,47,0.16,0,12.969579,77.592582,normal,clear,afternoon
2024-07-08 08:06:28,64,1.32,0,12.969289,77.592116,speeding,clear,afternoon
2024-07-08 08:06:30,40,0.08,0,12.969332,77.59236,normal,clear,afternoon
2024-07-08 08:06:32,36,0.19,0,12.968916,77.592391,normal,clear,afternoon
2024-07-08 08:06:36,52,0.07,0,12.968628,77.592664,normal,clear,afternoon
2024-07-08 08:06:39,36,-0.04,0,12.969039,77.592878,normal,clear,afternoon
2024-07-08 08:06:41,47,0.07,0,12.96872,77.592499,normal,rainy,afternoon
2024-07-08 08:06:42,50,-0.02,0,12.96921,77.592519,normal,clear,afternoon
2024-07-08 08:06:45,65,0.84,0,12.9694,77.592226,speeding,clear,afternoon
2024-07-08 08:06:46,39,-0.27,0,12.969361,77.592377,normal,clear,afternoon
2024-07-08 08:06:47,38,0.48,0,12.969401,77.592076,normal,clear,afternoon
2024-07-08 08:06:49,68,1.33,0,12.968944,77.592107,speeding,clear,afternoon
2024-07-08 08:06:53,64,-1.39,1,12.968571,77.592575,harsh_braking,clear,afternoon
2024-07-08 08:06:58,40,0.45,0,12.968129,77.593069,normal,clear,afternoon
2024-07-08 08:06:59,52,-0.46,0,12.968425,77.592991,normal,clear,afternoon
2024-07-08 08:07:04,36,0.22,0,12.968866,77.593154,normal,clear,afternoon
2024-07-08 08:07:07,54,0.11,0,12.96895,77.593067,normal,rainy,afternoon
2024-07-08 08:07:11,57,1.5,0,12.968548,77.593159,speeding,clear,afternoon
2024-07-08 08:07:12,70,1.34,0,12.968595,77.59309,speeding,rainy,afternoon
2024-07-08 08:07:13,72,0.51,0,12.968842,77.592657,speeding,clear,afternoon
2024-07-08 08:07:17,36,0.04,0,12.968586,77.592796,normal,rainy,afternoon
2024-07-08 08:07:20,47,0.06,0,12.968567,77.592308,normal,clear,afternoon
2024-07-08 08:07:23,61,0.41,0,12.968471,77.592031,speeding,clear,afternoon
2024-07-08 08:07:26,35,0.18,0,12.96819,77.592089,normal,clear,afternoon
2024-07-08 08:07:29,55,-0.25,0,12.968491,77.591932,normal,clear,afternoon
2024-07-08 08:07:33,39,0.4,0,12.968483,77.591848,normal,rainy,afternoon
2024-07-08 08:07:36,50,-0.36,0,12.968981,77.591975,normal,clear,afternoon
2024-07-08 08:07:39,46,-0.26,0,12.969021,77.591533,normal,clear,afternoon
2024-07-08 08:07:43,38,0.31,0,12.968608,77.591157,normal,clear,afternoon
2024-07-08 08:07:44,49,-0.46,0,12.968372,77.591183,normal,clear,afternoon
2024-07-08 08:07:47,39,-0.19,0,12.968636,77.591007,normal,clear,afternoon
2024-07-08 08:07:48,48,0.48,0,12.968219,77.591297,normal,rainy,afternoon
2024-07-08 08:07:52,38,0.21,0,12.96775,77.590847,normal,clear,afternoon
2024-07-08 08:07:54,35,-0.29,0,12.967513,77.590953,normal,rainy,afternoon
2024-07-08 08:07:56,52,-0.42,0,12.967062,77.590569,normal,clear,afternoon
2024-07-08 08:07:58,40,0.24,0,12.967142,77.590794,normal,clear,afternoon
2024-07-08 08:08:03,43,0.42,0,12.967397,77.590843,normal,clear,afternoon
2024-07-08 08:08:05,68,1.25,0,12.967571,77.590637,speeding,clear,afternoon
2024-07-08 08:08:07,65,-1.38,1,12.967519,77.590755,harsh_braking,rainy,afternoon
2024-07-08 08:08:11,41,-0.26,0,12.967902,77.591217,normal,clear,afternoon
2024-07-08 08:08:15,39,0.09,0,12.96797,77.591714,normal,rainy,afternoon
2024-07-08 08:08:20,65,-2.18,1,12.96757,77.591368,harsh_braking,clear,afternoon
2024-07-08 08:08:22,48,-0.11,0,12.967794,77.591564,normal,clear,afternoon
2024-07-08 08:08:27,47,0.14,0,12.96814,77.591934,normal,clear,afternoon
2024-07-08 08:08:29,47,0.22,0,12.968277,77.591848,normal,rainy,afternoon
2024-07-08 08:08:30,51,-0.01,0,12.968167,77.592166,normal,rainy,afternoon
2024-07-08 08:08:35,72,1.42,0,12.968255,77.592065,speeding,clear,afternoon
2024-07-08 08:08:36,44,-0.06,0,12.968256,77.592514,normal,rainy,afternoon
2024-07-08 08:08:41,30,-2.32,1,12.968455,77.592943,harsh_braking,rainy,afternoon
2024-07-08 08:08:42,52,-1.55,1,12.968251,77.592963,harsh_braking,clear,afternoon
2024-07-08 08:08:47,47,-0.38,0,12.968651,77.592676,normal,clear,afternoon
2024-07-08 08:08:49,63,1.19,0,12.968402,77.592847,speeding,rainy,afternoon
2024-07-08 08:08:53,36,-0.22,0,12.968885,77.593025,normal,clear,afternoon
2024-07-08 08:08:54,63,1.25,0,12.968423,77.592729,speeding,rainy,afternoon
2024-07-08 08:08:55,54,-1.17,1,12.968868,77.592279,harsh_braking,clear,afternoon
2024-07-08 08:08:57,43,-0.21,0,12.968859,77.59232,normal,rainy,afternoon
2024-07-08 08:08:59,46,-0.22,0,12.968812,77.592411,normal,clear,afternoon
2024-07-08 08:09:02,52,0.08,0,12.968515,77.59199,normal,clear,afternoon
2024-07-08 08:09:06,38,0.11,0,12.96815,77.59205,normal,clear,afternoon
2024-07-08 08:09:11,38,-0.42,0,12.96766,77.592505,normal,clear,afternoon
2024-07-08 08:09:16,37,0.27,0,12.967435,77.59207,normal,clear,afternoon
2024-07-08 08:09:21,42,0.15,0,12.967752,77.591605,normal,clear,afternoon
2024-07-08 08:09:23,54,-0.39,0,12.967292,77.592029,normal,clear,afternoon
2024-07-08 08:09:24,42,-1.71,1,12.967226,77.592224,harsh_braking,clear,afternoon
2024-07-08 08:09:29,40,0.31,0,12.967384,77.592269,normal,clear,afternoon
2024-07-08 08:09:33,39,-1.8,1,12.967781,77.592653,harsh_braking,clear,afternoon
2024-07-08 08:09:37,51,-0.1,0,12.96801,77.592817,normal,clear,afternoon
2024-07-08 08:09:39,52,0.32,0,12.96805,77.592898,normal,clear,afternoon
2024-07-08 08:09:40,76,0.7,0,12.968459,77.592577,speeding,clear,afternoon
2024-07-08 08:09:42,65,1.23,0,12.968045,77.59246,speeding,rainy,afternoon
2024-07-08 08:09:44,67,0.76,0,12.968298,77.592328,speeding,clear,afternoon
2024-07-08 08:09:47,53,-0.27,0,12.968118,77.592246,normal,clear,afternoon
2024-07-08 08:09:50,47,-1.78,1,12.967896,77.592076,harsh_braking,clear,afternoon
2024-07-08 08:09:53,43,-1.07,1,12.967514,77.592531,harsh_braking,clear,afternoon
2024-07-08 08:09:58,65,-1.43,1,12.967092,77.592438,harsh_braking,clear,afternoon
2024-07-08 08:09:59,50,0.08,0,12.967102,77.592705,normal,clear,afternoon
2024-07-08 08:10:04,43,-2.27,1,12.966781,77.59226,harsh_braking,rainy,afternoon
2024-07-08 08:10:08,45,-0.03,0,12.966489,77.592621,normal,clear,afternoon
2024-07-08 08:10:10,59,0.43,0,12.966927,77.592516,speeding,clear,afternoon
2024-07-08 08:10:15,46,0.29,0,12.966504,77.592133,normal,rainy,afternoon
2024-07-08 08:10:19,62,1.08,0,12.966197,77.591995,speeding,clear,afternoon
2024-07-08 08:10:22,52,0.32,0,12.966005,77.591857,normal,clear,afternoon
2024-07-08 08:10:24,44,-0.06,0,12.965848,77.592038,normal,clear,afternoon
2024-07-08 08:10:28,59,0.62,0,12.965811,77.592254,speeding,clear,afternoon
2024-07-08 08:10:29,55,-0.35,0,12.965314,77.592016,normal,clear,afternoon
2024-07-08 08:10:30,55,0.14,0,12.965275,77.592101,normal,clear,afternoon
2024-07-08 08:10:35,48,-0.18,0,12.965205,77.592145,normal,clear,afternoon
2024-07-08 08:10:40,66,0.47,0,12.964718,77.591918,speeding,clear,afternoon
2024-07-08 08:10:44,60,0.94,0,12.964258,77.591716,speeding,clear,afternoon
2024-07-08 08:10:48,71,0.76,0,12.964361,77.591468,speeding,clear,afternoon
2024-07-08 08:10:53,35,-0.42,0,12.964704,77.591417,normal,clear,afternoon
2024-07-08 08:10:55,55,-0.36,0,12.964389,77.591866,normal,clear,afternoon
2024-07-08 08:10:57,35,-0.16,0,12.96393,77.591478,normal,clear,afternoon
2024-07-08 08:11:00,49,-0.07,0,12.963686,77.591945,normal,clear,afternoon
2024-07-08 08:11:05,53,-0.22,0,12.963606,77.592044,normal,rainy,afternoon
2024-07-08 08:11:10,47,-0.45,0,12.964013,77.591562,normal,rainy,afternoon
2024-07-08 08:11:12,60,0.46,0,12.96384,77.591201,speeding,clear,afternoon
2024-07-08 08:11:16,36,0.26,0,12.963823,77.591539,normal,clear,afternoon
2024-07-08 08:11:21,35,0.43,0,12.964126,77.591211,normal,rainy,afternoon
2024-07-08 08:11:23,45,0.49,0,12.963913,77.591432,normal,clear,afternoon
2024-07-08 08:11:27,80,0.59,0,12.963464,77.591607,speeding,clear,afternoon
2024-07-08 08:11:32,43,0.03,0,12.963716,77.591538,normal,clear,afternoon
2024-07-08 08:11:37,47,0.14,0,12.963368,77.591789,normal,rainy,afternoon
2024-07-08 08:11:40,80,0.45,0,12.963687,77.591817,speeding,clear,afternoon
2024-07-08 08:11:41,40,-0.46,0,12.963861,77.591456,normal,clear,afternoon
2024-07-08 08:11:43,65,-2.33,1,12.963772,77.591319,harsh_braking,clear,afternoon
2024-07-08 08:11:47,59,1.47,0,12.964226,77.590952,speeding,rainy,afternoon
2024-07-08 08:11:51,63,-1.44,1,12.964499,77.591424,harsh_braking,clear,afternoon
2024-07-08 08:11:53,48,-0.46,0,12.964699,77.591208,normal,clear,afternoon
2024-07-08 08:11:57,36,-0.34,0,12.964305,77.590789,normal,clear,afternoon
2024-07-08 08:11:59,55,0.22,0,12.964703,77.591149,normal,clear,afternoon
2024-07-08 08:12:01,52,0.17,0,12.964435,77.591589,normal,rainy,afternoon
2024-07-08 08:12:04,44,-0.27,0,12.964219,77.59187,normal,clear,afternoon
2024-07-08 08:12:07,48,0.31,0,12.964346,77.592148,normal,clear,afternoon
2024-07-08 08:12:10,40,-0.05,0,12.964084,77.591977,normal,clear,afternoon
2024-07-08 08:12:14,43,-0.3,0,12.963878,77.59228,normal,clear,afternoon
2024-07-08 08:12:16,47,-0.42,0,12.963411,77.592553,normal,clear,afternoon
2024-07-08 08:12:17,44,0.08,0,12.963769,77.592368,normal,clear,afternoon
2024-07-08 08:12:21,51,-1.18,1,12.964072,77.592609,harsh_braking,clear,afternoon
2024-07-08 08:12:24,49,-0.26,0,12.964072,77.592901,normal,clear,afternoon
2024-07-08 08:12:26,46,0.4,0,12.964212,77.592803,normal,clear,afternoon
2024-07-08 08:12:31,43,-0.06,0,12.964278,77.592395,normal,clear,afternoon
2024-07-08 08:12:34,54,-0.11,0,12.963912,77.592663,normal,clear,afternoon
2024-07-08 08:12:35,57,1.23,0,12.964353,77.593012,speeding,clear,afternoon
2024-07-08 08:12:37,44,0.34,0,12.963876,77.592608,normal,clear,afternoon
2024-07-08 08:12:42,53,0.45,0,12.96346,77.592912,normal,clear,afternoon
2024-07-08 08:12:45,66,1.23,0,12.963122,77.59256,speeding,clear,afternoon
2024-07-08 08:12:50,46,-1.95,1,12.96272,77.592969,harsh_braking,clear,afternoon
2024-07-08 08:12:55,48,0.24,0,12.963161,77.592801,normal,rainy,afternoon
2024-07-08 08:13:00,37,0.13,0,12.963588,77.592793,normal,clear,afternoon
2024-07-08 08:13:03,67,0.84,0,12.963352,77.5927,speeding,rainy,afternoon
2024-07-08 08:13:07,47,0.21,0,12.963435,77.59271,normal,clear,afternoon
2024-07-08 08:13:11,36,-0.38,0,12.963191,77.592897,normal,rainy,afternoon
2024-07-08 08:13:12,35,0.38,0,12.962838,77.592883,normal,clear,afternoon
2024-07-08 08:13:13,31,-2.33,1,12.963324,77.592643,harsh_braking,clear,afternoon
2024-07-08 08:13:17,36,0.38,0,12.963437,77.592454,normal,rainy,afternoon
2024-07-08 08:13:21,44,0.16,0,12.963149,77.592764,normal,clear,afternoon
2024-07-08 08:13:22,41,-0.24,0,12.963287,77.593227,normal,clear,afternoon
2024-07-08 08:13:24,38,-0.17,0,12.963742,77.592854,normal,rainy,afternoon
2024-07-08 08:13:27,63,0.88,0,12.963302,77.593289,speeding,clear,afternoon
2024-07-08 08:13:28,56,-2.14,1,12.963792,77.593068,harsh_braking,clear,afternoon
2024-07-08 08:13:32,40,-0.35,0,12.963723,77.592595,normal,clear,afternoon
2024-07-08 08:13:36,44,0.28,0,12.963536,77.592478,normal,rainy,afternoon
2024-07-08 08:13:41,45,-0.15,0,12.963208,77.592089,normal,rainy,afternoon
2024-07-08 08:13:43,46,-0.36,0,12.963388,77.59171,normal,clear,afternoon
2024-07-08 08:13:44,77,0.79,0,12.963764,77.591738,speeding,clear,afternoon
2024-07-08 08:13:45,41,-0.06,0,12.96407,77.591349,normal,rainy,afternoon
2024-07-08 08:13:50,47,0.31,0,12.964436,77.5912,normal,clear,afternoon
2024-07-08 08:13:55,41,-0.25,0,12.963963,77.591093,normal,clear,afternoon
2024-07-08 08:13:58,51,-0.16,0,12.963706,77.591582,normal,rainy,afternoon
2024-07-08 08:14:02,43,-0.42,0,12.963596,77.591749,normal,clear,afternoon
2024-07-08 08:14:04,64,0.85,0,12.963727,77.591654,speeding,clear,afternoon
2024-07-08 08:14:05,45,0.27,0,12.963351,77.592037,normal,clear,afternoon
2024-07-08 08:14:06,54,-0.27,0,12.963797,77.591588,normal,clear,afternoon
2024-07-08 08:14:09,57,-1.97,1,12.96359,77.591971,harsh_braking,clear,afternoon
2024-07-08 08:14:12,48,-0.41,0,12.963685,77.592424,normal,clear,afternoon
2024-07-08 08:14:17,74,1.02,0,12.963827,77.592575,speeding,clear,afternoon
2024-07-08 08:14:19,52,-0.24,0,12.963517,77.592985,normal,clear,afternoon
2024-07-08 08:14:23,50,0.03,0,12.963286,77.593477,normal,clear,afternoon
2024-07-08 08:14:27,47,0.39,0,12.963197,77.593591,normal,clear,afternoon
2024-07-08 08:14:28,45,0.49,0,12.963618,77.594032,normal,clear,afternoon
2024-07-08 08:14:32,42,0.38,0,12.963504,77.593873,normal,clear,afternoon
2024-07-08 08:14:36,49,-0.12,0,12.96321,77.59422,normal,clear,afternoon
2024-07-08 08:14:38,51,-0.11,0,12.962936,77.594391,normal,rainy,afternoon
2024-07-08 08:14:39,43,0.31,0,12.963265,77.594162,normal,rainy,afternoon
2024-07-08 08:14:43,39,-0.26,0,12.963578,77.594241,normal,clear,afternoon
2024-07-08 08:14:45,35,0.32,0,12.963538,77.594587,normal,clear,afternoon
2024-07-08 08:14:47,47,0.19,0,12.963432,77.594418,normal,clear,afternoon
2024-07-08 08:14:49,56,0.99,0,12.963192,77.594453,speeding,clear,afternoon
2024-07-08 08:14:50,49,-0.18,0,12.963535,77.594089,normal,clear,afternoon
2024-07-08 08:14:54,39,0.33,0,12.963719,77.594508,normal,clear,afternoon
2024-07-08 08:14:55,49,0.19,0,12.963432,77.594589,normal,clear,afternoon
2024-07-08 08:15:00,59,-2.17,1,12.963711,77.59488,harsh_braking,clear,afternoon
2024-07-08 08:15:04,49,-0.36,0,12.963656,77.594838,normal,rainy,afternoon
2024-07-08 08:15:09,51,-0.44,0,12.963269,77.594387,normal,clear,afternoon
2024-07-08 08:15:14,35,0.39,0,12.96353,77.594344,normal,rainy,afternoon
2024-07-08 08:15:17,45,0.3,0,12.963178,77.594511,normal,clear,afternoon
2024-07-08 08:15:19,37,-1.08,1,12.962873,77.594605,harsh_braking,clear,afternoon
2024-07-08 08:15:20,66,0.52,0,12.962622,77.594886,speeding,clear,afternoon
2024-07-08 08:15:21,44,-0.24,0,12.962319,77.594691,normal,clear,afternoon
2024-07-08 08:15:25,43,-0.12,0,12.96254,77.594713,normal,clear,afternoon
2024-07-08 08:15:29,79,0.4,0,12.962444,77.594672,speeding,clear,afternoon
2024-07-08 08:15:30,72,0.98,0,12.962729,77.594201,speeding,clear,afternoon
2024-07-08 08:15:35,59,0.84,0,12.962821,77.593748,speeding,clear,afternoon
2024-07-08 08:15:37,37,0.11,0,12.962871,77.593509,normal,clear,afternoon
2024-07-08 08:15:42,59,1.24,0,12.963174,77.593147,speeding,clear,afternoon
2024-07-08 08:15:43,73,0.81,0,12.962938,77.593635,speeding,clear,afternoon
2024-07-08 08:15:48,46,-0.39,0,12.963379,77.593142,normal,clear,afternoon
2024-07-08 08:15:50,52,0.26,0,12.963421,77.593521,normal,clear,afternoon
2024-07-08 08:15:53,50,-2.45,1,12.962942,77.593234,harsh_braking,clear,afternoon
2024-07-08 08:15:58,55,-0.0,0,12.963241,77.593069,normal,clear,afternoon
2024-07-08 08:16:01,53,-0.46,0,12.963375,77.593485,normal,clear,afternoon
2024-07-08 08:16:05,46,0.21,0,12.963054,77.593201,normal,clear,afternoon
2024-07-08 08:16:07,45,-0.07,0,12.963052,77.593248,normal,clear,afternoon
2024-07-08 08:16:11,37,0.05,0,12.962788,77.593145,normal,clear,afternoon
2024-07-08 08:16:13,47,0.15,0,12.9624,77.593326,normal,clear,afternoon
2024-07-08 08:16:16,38,0.32,0,12.962226,77.593001,normal,clear,afternoon
